EntityOfficialName,EntityStatus,EntityPhone,EntityPhysicalStreet,EntityPhysicalCity,EntityPhysicalState,EntityPhysicalZip4,DistrictOfficialName,EntityActualGrades,EntityReligiousOrientationName
Chikaming Elementary School,Open-Active,2694264204,13742 THREE OAKS RD,SAWYER,MI,491259327,River Valley School District,"KG,1,2",
New Troy Elementary School,Closed,2697569541,13372 California Road,New Troy,MI,49119,River Valley School District,6,
River Valley Middle School,Closed,2697569541,15480 THREE OAKS RD,THREE OAKS,MI,491289545,River Valley School District,"6,7,8",
River Valley Middle/High School,Open-Active,2697569541,15480 THREE OAKS RD,THREE OAKS,MI,491289545,River Valley School District,"6,7,8,9,10,11,12",
Three Oaks Elementary School,Open-Active,2697569050,100 OAK ST,THREE OAKS,MI,491281303,River Valley School District,"3,4,5",
River School,Open-Active,2699256757,4439 RIVER RD,SODUS,MI,491269779,Sodus Township S/D #5,"KG,1,2,3,4,5,6,7,8",
Brown School,Open-Active,2699263500,2027 Brown School Road,Saint Joseph,MI,490852901,St. Joseph Public Schools,"DevK,KG,1,2,3,4,5",
Clarke School,Open-Active,2699263600,515 EAST GLENLORD RD,SAINT JOSEPH,MI,490859342,St. Joseph Public Schools,"DevK,KG,1,2,3,4,5",
Jefferson School,Closed,2699263151,2214 S State St,Saint Joseph,MI,490851910,St. Joseph Public Schools,KG-Part,
Lincoln School,Open-Active,2699263700,1102 ORCHARD AVE,SAINT JOSEPH,MI,490852114,St. Joseph Public Schools,"DevK,KG,1,2,3,4,5",
North Lincoln Elementary School,Closed,,3275 Lincoln Ave,Saint Joseph,MI,490853520,St. Joseph Public Schools,"1,2,3,4,5",
St. Joseph High School,Open-Active,2699263200,2521 STADIUM DR,SAINT JOSEPH,MI,490851825,St. Joseph Public Schools,"9,10,11,12",
Upton Middle School,Open-Active,2699263400,800 MAIDEN LN,SAINT JOSEPH,MI,490859587,St. Joseph Public Schools,"6,7,8",
North Elementary School,Open-Active,2694630820,287 WEST BALDWIN AVE,WATERVLIET,MI,490988913,Watervliet School District,"3,4,5",
South Elementary School,Open-Active,2694630820,433 LUCINDA LN,WATERVLIET,MI,490989367,Watervliet School District,"DevK,KG,1,2",
Watervliet Middle School,Open-Active,2694630780,450 EAST SAINT JOSEPH ST,WATERVLIET,MI,490989350,Watervliet School District,"6,7,8",
Watervliet Senior High School,Open-Active,2694630730,450 EAST SAINT JOSEPH ST,WATERVLIET,MI,490989350,Watervliet School District,"9,10,11,12",
W-A-Y  Watervliet High School,Open-Active,2694630897,450 E Saint Joseph St,Watervliet,MI,490989300,Watervliet School District,"9,10,11,12",
Anderson Elementary School,Open-Active,5173693234,335 EAST COREY ST,BRONSON,MI,490281541,Bronson Community School District,"KG,1,2",
Bronson Jr/Sr High School,Open-Active,5173693230,450 EAST GRANT ST,BRONSON,MI,490281524,Bronson Community School District,"6,7,8,9,10,11,12",
Chicago Street School,Closed,5173693250,501 EAST CHICAGO ST,BRONSON,MI,490281323,Bronson Community School District,"5,6",
Ryan Elementary School,Open-Active,5173693254,461 RUDD ST,BRONSON,MI,490281426,Bronson Community School District,"3,4,5",
Coldwater Adult & Secondary Learning Academy,Closed,5172795900,70 Tibbits St                                               ,Coldwater                                                   ,MI,490362227,Coldwater Community Schools,"9,10,11,12",
Coldwater High School,Open-Active,5172795930,275 NORTH FREMONT ST,COLDWATER,MI,490361206,Coldwater Community Schools,"9,10,11,12",
Girard Elementary School,Closed,5172975965,1011 SCHOOL DR,COLDWATER,MI,490368651,Coldwater Community Schools,"KG-Part,1,2,3,4,5",
Jefferson Elementary School,Open-Active,5172795970,15 VANS AVE,COLDWATER,MI,490361724,Coldwater Community Schools,"2,3",
Lakeland Elementary School,Open-Active,5172382105,519 OTIS RD,COLDWATER,MI,490369550,Coldwater Community Schools,"4,5",
Larsen Elementary School,Open-Active,5172795960,25 PARKHURST AVE,COLDWATER,MI,490361003,Coldwater Community Schools,"DevK,KG,1",
Legg Middle School,Open-Active,5172795940,175 GREEN ST,COLDWATER,MI,490361002,Coldwater Community Schools,"6,7,8",
Lincoln Elementary School,Closed,5172795975,70 TIBBITS ST,COLDWATER,MI,490362227,Coldwater Community Schools,"RetK,KG,1,2,3",
St. Charles,Closed,5172795985,74 Harrison St,Coldwater,MI,490361335,Coldwater Community Schools,"9,10,11,12",
Washington School,Closed,,71 Morse St,Coldwater,MI,490361744,Coldwater Community Schools,"KG-Part,1,2,3,4,5",
Pansophia Academy,Open-Active,5172794686,52 ABBOTT AVE,COLDWATER,MI,490361430,Pansophia Academy,"KG,1,2,3,4,5,6,7,8,9,10,11,12",
Jennings Elementary School,Open-Active,5176399885,44 EAST LIBERTY ST,QUINCY,MI,490821205,Quincy Community Schools,"DevK,KG,KG-Part,1,2,3,4",
Quincy High School,Open-Active,5176399245,18 COLFAX ST,QUINCY,MI,490821139,Quincy Community Schools,"7,8,9,10,11,12",
Quincy Middle School,Open-Active,5176394201,32 FULTON ST,QUINCY,MI,490821171,Quincy Community Schools,"5,6,7,8",
Alternative Educational Academy of Ogemaw County,Open-Active,9893623006,2389 S M 76                                                 ,West Branch                                                 ,MI,486618778,Alternative Educational Academy of Ogemaw County,"6,7,8,9,10,11,12",
Charlton Heston Academy,Open-Active,9896323390,1350 N Saint Helen Rd                                       ,Saint Helen                                                 ,MI,48656,Charlton Heston Academy,"KG,1,2,3,4,5,6,7,8,9,10,11,12",
AuSable Primary School,Closed,9893443500,306 PLUM ST,GRAYLING,MI,497381428,Crawford AuSable Schools,"KG,1,2",
Frederic School,Closed,9893443535,6470 Manistee Street,Frederic,MI,49733,Crawford AuSable Schools,,
Grayling Elementary School,Open-Active,9893443655,306 Plum Street,GRAYLING,MI,497381437,Crawford AuSable Schools,"DevK,KG,1,2,3,4,5",
Grayling High School,Open-Active,9893443500,1135 NORTH OLD 27,GRAYLING,MI,497389777,Crawford AuSable Schools,"9,10,11,12",
Grayling Middle School,Open-Active,9893443550,500 SPRUCE ST,GRAYLING,MI,497381639,Crawford AuSable Schools,"6,7,8",
Great Lakes Online Education,Open-Active,9893443500,1135 N Old 27                                               ,Grayling                                                    ,MI,497389777,Crawford AuSable Schools,"KG,1,2,3,4,5,6,7,8,9,10,11,12",
Great Lakes On-line Education,Closed,9893443532, 1135 N Old 27,Grayling,MI,49738,Crawford AuSable Schools,"6,7,8,9,10,11,12",
Fairview  School,Open-Active,9898487004,1879 EAST MILLER RD,FAIRVIEW,MI,486218705,Fairview Area School District,"KG,1,2,3,4,5,6,7,8,9,10,11,12",
Fairview Elementary School,Closed,9898487004,1879 EAST MILLER RD,FAIRVIEW,MI,486218705,Fairview Area School District,"KG,1,2,3,4,5",
Collins Elementary School,Open-Active,9893662023,4451 WEST HOUGHTON LAKE DR,HOUGHTON LAKE,MI,486299780,Houghton Lake Community Schools,"KG,1,2,3",
Houghton Lake Community Education,Open-Active,9894226161,179 CLOVERLEAF LN,HOUGHTON LAKE,MI,486299636,Houghton Lake Community Schools,"7,8,9,10,11,12",
Houghton Lake High School,Open-Active,9893662005,4433 WEST HOUGHTON LAKE DR,HOUGHTON LAKE,MI,486299786,Houghton Lake Community Schools,"8,9,10,11,12",
Houghton Lake Middle School,Open-Active,9893662016,4441 WEST HOUGHTON LAKE DR,HOUGHTON LAKE,MI,486299780,Houghton Lake Community Schools,"4,5,6,7",
Merritt Elementary School,Closed,2313284354,450 S Merritt Rd,Merritt,MI,496679762,Houghton Lake Community Schools,"KG-Part,1,2,3,4,5",
Prudenville Elementary School,Closed,9893662091,610 Sullivan Ave,Prudenville,MI,486512511,Houghton Lake Community Schools,"3,4,5",
Second Chance Academy,Closed,9892754775,500 LAKE ST,ROSCOMMON,MI,486537664,Houghton Lake Community Schools,"5,6,7,8,9,10,11,12",
Kenquest Academy,Closed,5173485922,1135 N Old 27,Grayling,MI,497389777,Kenquest Academy,"9,10,11,12",
Mio-AuSable Elementary School,Open-Active,9898262485,1110 WEST 8TH ST,MIO,MI,486479140,Mio-AuSable Schools,"KG,1,2,3,4,5",
Mio-AuSable High School,Open-Active,9898262483,1110 WEST 8TH ST,MIO,MI,486479140,Mio-AuSable Schools,"6,7,8,9,10,11,12",
Gerrish-Higgins Alternative Education,Closed,9893894751,10113 E Airport Rd,Saint Helen,MI,486569429,Roscommon Area Public Schools,,
Roscommon Elementary School,Open-Active,9892756610,175 WEST SUNSET DR,ROSCOMMON,MI,48653    ,Roscommon Area Public Schools,"KG,1,2,3",
Roscommon High School,Open-Active,9892756675,10600 OAKWOOD DR,ROSCOMMON,MI,486537638,Roscommon Area Public Schools,"8,9,10,11,12",
Roscommon Middle School,Open-Active,9892756640,299H WEST SUNSET DR,ROSCOMMON,MI,48653    ,Roscommon Area Public Schools,"4,5,6,7",
St. Helen Elementary School,Closed,9892756690,1350 NORTH SAINT HELEN RD,SAINT HELEN,MI,486569521,Roscommon Area Public Schools,"KG-Part,1,2,3,4",
Ogemaw Heights High School,Open-Active,9893432020,960 SOUTH M 33,WEST BRANCH,MI,486619079,West Branch-Rose City Area Schools,"9,10,11,12",
OHHS Credit Recovery Program,Closed,9893432020,960 SOUTH M 33,WEST BRANCH,MI,486619079,West Branch-Rose City Area Schools,"9,10,11,12",
Rose City Elementary School,Closed,9893432280,515 HARRINGTON ST,ROSE CITY,MI,486549207,West Branch-Rose City Area Schools,"KG,1,2,3,4",
Rose City Middle School,Closed,9893432250,515 Harrington St,ROSE CITY,MI,486549591,West Branch-Rose City Area Schools,"5,6,7,8",
Rose City School,Open-Active,9893432250,515 Harrington                                              ,Rose City                                                   ,MI,486549207,West Branch-Rose City Area Schools,"DevK,KG,1,2,3,4,5,6",
Surline Elementary School,Open-Active,9893432190,147 STATE ST,WEST BRANCH,MI,486611154,West Branch-Rose City Area Schools,"DevK,KG,1,2,3,4",
Surline Middle School,Open-Active,9893432140,147 STATE ST,WEST BRANCH,MI,486611154,West Branch-Rose City Area Schools,"5,6,7,8",
Albion Alternative Education,Closed,5176299421,225 E Watson St,Albion,MI,49224,Albion Public Schools,,
Albion Flex School,Closed,5176299421,225 Watson St,Albion,MI,49224,Albion Public Schools,"7,8,9,10,11,12",
Albion High School,Closed,5176299421,225 WATSON ST,ALBION,MI,492241194,Albion Public Schools,"7,8",
ALTEC,Closed,5176299166,225 E Watson St                                             ,Albion                                                      ,MI,49224,Albion Public Schools,"5,6",
Caldwell Elementary,Closed,5176297474,1018 NORTH BERRIEN ST,ALBION,MI,492241115,Albion Public Schools,"RetK-Part,KG,KG-Part,1",
Caldwell Elementary School,Closed,5176293484,1100 N Berrien St,Albion,MI,492241116,Albion Public Schools,"KG-Part,1,2,3,4,5",
Crowell School,Closed,5176297474,1418 Cooper St,Albion,MI,492241083,Albion Public Schools,"1,2,3,4,5",
Washington Gardner Elementary,Closed,5176297474,401 E Michigan Ave,Albion,MI,492241844,Albion Public Schools,"3,4,5",
Washington Gardner Middle School,Closed,5176299448,401 EAST MICHIGAN AVE,ALBION,MI,492241844,Albion Public Schools,"6,7,8",
Washington Gardner Open School,Closed,5176297474,401 E Michigan Ave,Albion,MI,492241844,Albion Public Schools,"KG-Part,1,2,3,4,5",
Arbor Academy,Open-Active,2699635851,55 ARBOR ST,BATTLE CREEK,MI,490152903,Arbor Academy,"KG,1,2,3,4,5,6,7,8",
Athens Junior/Senor High School,Open-Active,2697295414,300 EAST HOLCOMB ST,ATHENS,MI,490119784,Athens Area Schools,"6,7,8,9,10,11,12",
Athens Middle School,Closed,2697295421,515 EAST WILLIAMS ST,ATHENS,MI,490119778,Athens Area Schools,"5,6,7,8",
East Leroy Elementary School,Open-Active,2697295419,4320 K DR S,EAST LEROY,MI,490519702,Athens Area Schools,"KG,1,2,3,4,5",
Battle Creek Area Learning Center,Open-Active,2695652460,15 ARBOR ST,BATTLE CREEK,MI,490152903,Battle Creek Area Learning Center,"9,10,11,12",
Battle Creek Montessori Academy,Open-Active,2693393308,399 20th St N                                               ,Springfield                                                 ,MI,490374815,Battle Creek Montessori Academy,"KG,1,2,3,4,5,6,7,8",
Ann J. Kellogg School,Closed,2699659773,306 CHAMPION ST,BATTLE CREEK,MI,490172326,Battle Creek Public Schools,"KG-Part,1,2,3,4,5",
Ann J. Kellogg School,Open-Active,2699659773,306 CHAMPION ST,BATTLE CREEK,MI,490372326,Battle Creek Public Schools,"3,4,5",
Battle Creek Central High School,Open-Active,2692133500,100 VAN BUREN ST W,BATTLE CREEK,MI,490173050,Battle Creek Public Schools,"9,10,11,12",
Battle Creek STEM Innovation Center,Open-Pending,2694191825,100 VAN BUREN ST W,BATTLE CREEK,MI,490173050,Battle Creek Public Schools,6,
Coburn School,Closed,2699659730,39 FAIRHOME AVE,BATTLE CREEK,MI,490152138,Battle Creek Public Schools,"KG,1,2,3,4,5",
Dudley School,Open-Active,2699659720,308 ROOSEVELT AVE W,BATTLE CREEK,MI,490372153,Battle Creek Public Schools,"KG,1,2",
Fremont International Academy,Open-Pending,2698499119,115 EMMETT ST E,BATTLE CREEK,MI,490173303,Battle Creek Public Schools,"KG,1,2",
Fremont School,Closed,2699659715,115 EMMETT ST E,BATTLE CREEK,MI,490173303,Battle Creek Public Schools,"KG,1,2,3,4,5",
Lamora Park School,Closed,2699659725,65 WOODLAWN AVE N,BATTLE CREEK,MI,490171550,Battle Creek Public Schools,"KG-Part,1,2,3,4,5",
Lamora Park School,Open-Active,2699659725,65 WOODLAWN AVE N,BATTLE CREEK,MI,490371550,Battle Creek Public Schools,"KG,1,2",
Level Park School,Closed,2699659767,3515 MICHIGAN AVE W,BATTLE CREEK,MI,490171171,Battle Creek Public Schools,"KG-Part,1,2,3,4,5",
Lincoln School,Closed,6169659748,636 VAN BUREN ST W,BATTLE CREEK,MI,490172245,Battle Creek Public Schools,"KG-Part,1,2,3,4,5,6",
McKinley Elementary School,Closed,2699659705,400 Capital Ave NE,Battle Creek,MI,490174832,Battle Creek Public Schools,"KG-Part,1,2,3,4,5",
Northwestern Middle School,Open-Active,2699659607,176 LIMIT ST,BATTLE CREEK,MI,490372139,Battle Creek Public Schools,"6,7,8",
Operation GRAD,Closed,2696942410,3515 MICHIGAN AVE W,BATTLE CREEK,MI,490371171,Battle Creek Public Schools,"9,10,11,12",
Post Elementary School,Closed,2699659686,340 Cliff St,Battle Creek,MI,490146320,Battle Creek Public Schools,"KG-Part,1,2,3,4,5",
Post Franklin School,Open-Active,2699659693,20 NEWARK AVE,BATTLE CREEK,MI,490144326,Battle Creek Public Schools,"KG,1,2",
Roosevelt School,Closed,2699659754,485 Capital Ave SW,Battle Creek,MI,490152627,Battle Creek Public Schools,"KG-Part,1,2,3,4,5",
Southeastern School,Closed,6169659671,50 Spencer St,Battle Creek,MI,490176501,Battle Creek Public Schools,"9,10,11,12",
Southwestern Middle Academy,Closed,2699659625,390 WASHINGTON AVE S,BATTLE CREEK,MI,490152488,Battle Creek Public Schools,"6,7,8",
Springfield Middle School,Open-Active,2699659640,1023 AVENUE A,SPRINGFIELD,MI,490377605,Battle Creek Public Schools,"6,7,8",
Urbandale School,Closed,2699659735,123 BEDFORD RD N,BATTLE CREEK,MI,490371844,Battle Creek Public Schools,"KG,1,2,3,4,5",
Valley View Elementary School,Open-Active,2694419150,960 AVENUE A,SPRINGFIELD,MI,490377604,Battle Creek Public Schools,"KG,1,2,3,4,5",
Verona Elementary School,Open-Active,2699659710,825 CAPITAL AVE NE,BATTLE CREEK,MI,490175605,Battle Creek Public Schools,"3,4,5",
W.K. Kellogg Middle School,Closed,2699659655,60 VAN BUREN ST W,BATTLE CREEK,MI,490173046,Battle Creek Public Schools,"6,7,8",
W.K. Kellogg Preparatory High School,Open-Active,2699659672,100 Van Buren St W                                          ,Battle Creek                                                ,MI,490173050,Battle Creek Public Schools,"8,9,10,11,12",
Washington Academy,Closed,2699659699,450 WASHINGTON AVE N,BATTLE CREEK,MI,490172844,Battle Creek Public Schools,"KG-Part,1,2,3,4,5",
Wilson Academy,Closed,2699659741,71 BLANCHE ST,BATTLE CREEK,MI,490378573,Battle Creek Public Schools,"KG-Part,1,2,3,4,5",
Bellevue Elementary School,Open-Active,2697639435, 904 W Capital Ave,Bellevue,MI,490211312,Bellevue Community Schools,"KG,1,2,3,4,5,6",
Bellevue Jr/Sr High School,Open-Active,2697639413,576 LOVE HWY,BELLEVUE,MI,490219301,Bellevue Community Schools,"7,8,9,10,11,12",
Endeavor Charter Academy,Open-Active,2699629300,380 HELMER RD N,BATTLE CREEK,MI,490377776,Endeavor Charter Academy,"KG,1,2,3,4,5,6,7,8",
Beadle Lake Elementary School,Open-Active,2694413295,8175 C DR N,BATTLE CREEK,MI,490147548,Harper Creek Community Schools,"KG,1,2,3,4",
Harper Creek Alt. Ed. Program,Closed,6169629177,201 Crosby Dr,Battle Creek,MI,490148270,Harper Creek Community Schools,,
Harper Creek Center for Academic Achievement,Closed,2694416571,7454 B Dr N                                                 ,Battle Creek                                                ,MI,490148381,Harper Creek Community Schools,"6,7,8,9,10,11,12",
Harper Creek High School,Open-Active,2694418450,12677 BEADLE LAKE RD,BATTLE CREEK,MI,490147503,Harper Creek Community Schools,"9,10,11,12",
Harper Creek Middle School,Open-Active,2694414750,7290 B DR N,BATTLE CREEK,MI,490149514,Harper Creek Community Schools,"5,6,7,8",
Sonoma Elementary,Open-Active,2694417800,4640 B DR S,BATTLE CREEK,MI,490159316,Harper Creek Community Schools,"KG,1,2,3,4",
Wattles Park Elementary School,Open-Active,2694415853,132 WATTLES RD S,BATTLE CREEK,MI,490148907,Harper Creek Community Schools,"KG,1,2,3,4",
Homer Comm. Alt. Education,Closed,5175684464,403 SOUTH HILLSDALE ST,HOMER,MI,492451247,Homer Community School District,"9,10,11,12",
Homer Community High School,Open-Active,5175684464,403 SOUTH HILLSDALE ST,HOMER,MI,492451247,Homer Community School District,"9,10,11,12",
